Index,User name,Start Time,Stop Time,Status,Mark To Pause,Label,Comment,Run ID,Line,Vial,Evaluate,Sample Type,Reference,Acquisition information Background Result,Kiel IV Initial Pressure,Kiel IV Acid Temperature,Linearity Correction Result,Pressure Adjust Target Intensity,High Voltage,Kiel IV Residual CO₂ Pressure,Peak Center Result,Kiel IV Non Condensable Pressure,Pressure Adjust Result Intensity,Initial Intensity from µ-Volume,Kiel IV Leak Rate,Pressure Adjust Initial Intensity,Ion Source Pressure,Pressure Adjust Bellow Position,Kiel IV CO₂ Sample Pressure,Measuring from,Pressure Adjust failed with Target Intensity,Cycle Number,Sample Intensities Sample Intensity 44.00 m/z,45.00 m/z,45.00 m/z__dup2,46.00 m/z,46.00 m/z__dup2,Standard Intensities Standard Intensity 44.00 m/z,"Molecule Deltas CO2 Brand, Assonov and Coplen d45CO2",d46CO2,"CO2 Brand, Assonov and Coplen (Avg.) d45CO2 Mean",d45CO2 SD,d45CO2 SE,d46CO2 Mean,d46CO2 SD,d46CO2 SE,d 13C/12C  Mean,d 13C/12C  Std Dev,d 18O/16O  Mean,d 18O/16O  Std Dev,Excel File,Date,Date_ordinal,leak_rate,p_gases,p_no_acid,total_co2,1  Cycle Int  Samp  44,Identifier 1,Species,Identifier 2,Collector Status,Cycles Total,d13C Cycles Used,d18O Cycles Used,d13C Cycles Excluded,d18O Cycles Excluded,1  Cycle Int  Ref  44,1  Cycle Int  Diff Samp-Ref  44,1  Cycle Int  Pressure-Weighted Mismatch Samp-Ref  44
35.0,GIRMS\IRMS-operator,2026-01-29 23:08:00.883,2026-01-30 00:23:39.363,Success,False,BTS,643,35.0,1,19.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",59 µbar,72 °C,,9.278 V,9.5202 kV,69 µbar,Carbon Dioxide: 0.0202 kV,84 µbar,8.561 V,10.627 V,93 µbar/min,7.864 V,9.86E-008 mbar,30 %,"1,014 µbar",µ-Volume,,Pre,8.402584960108914,9.121444845237486,9.223929308199851,11.991540726467193,12.308446404981467,8.637457062846341,-2.0204893143171976,-3.478413773412181,-2.0687983859853643,0.022922410135337103,0.0059185408472731136,-3.500934931854174,0.036700540455213884,0.009175135113803471,-2.06779961576186,0.02537305951828735,-3.5024363424169738,0.03747659170624425,Natan Pereira BTS coral series 2.xlsx,2026-01-29 23:08:00.883,739645.0,93.0,84.0,69.0,1014.0,8.148541714469742,BTS,,643,OK,16.0,15.0,15.0,0.0,0.0,8.221297433024564,-0.07275571855482177,-0.06429173241614239
36.0,GIRMS\IRMS-operator,2026-01-29 23:53:16.334,2026-01-30 00:54:58.724,Success,False,SHP2L,,36.0,2,19.0,True,QC Standard,SHP2L,"0.002 V, 0.002 V, 0.003 V",74 µbar,73 °C,,7.185 V,9.5202 kV,64 µbar,Carbon Dioxide: 0.0202 kV,84 µbar,7.074 V,7.948 V,161 µbar/min,8.503 V,8.47E-008 mbar,37 %,990 µbar,µ-Volume,,Pre,7.111546918655025,7.730923670841532,7.659122826367592,10.12464101398674,10.220187168441777,7.170205473681524,-0.8386291810557056,-6.040787429984595,-0.9009092712876783,0.0348934013814456,0.0087233503453614,-6.097799990743394,0.027622696863961054,0.007132149662097133,-0.9050612773031431,0.03176458602067783,-6.106787519386301,0.029608176472363697,Natan Pereira BTS coral series 2.xlsx,2026-01-29 23:53:16.334,739645.0,161.0,84.0,64.0,990.0,6.794115424977423,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,6.773685952463722,0.020429472513701086,0.018268945412817362
37.0,GIRMS\IRMS-operator,2026-01-30 00:23:39.531,2026-01-30 01:33:03.805,Success,False,BTS,362,37.0,1,20.0,True,Unknown,,"0.002 V, 0.002 V, 0.004 V",62 µbar,72 °C,,14.620 V,9.5204 kV,67 µbar,Carbon Dioxide: 0.0204 kV,74 µbar,12.960 V,16.871 V,78 µbar/min,7.002 V,1.26E-007 mbar,19 %,"1,031 µbar",µ-Volume,,Pre,12.849330352354214,13.933797015559433,13.992045654666182,18.31680680355007,18.67440486988002,13.109370516348045,-2.526275677751433,-4.200344594215255,-2.465060529118018,0.0758221204311879,0.018955530107796974,-4.07207318287186,0.08204393406657182,0.021183652686478132,-2.460979519209124,0.07664286153967868,-4.079295631688799,0.09746219112507029,Natan Pereira BTS coral series 2.xlsx,2026-01-30 00:23:39.531,739646.0,78.0,74.0,67.0,1031.0,12.423678682851953,BTS,,362,OK,16.0,15.0,15.0,0.0,0.0,12.335034334084986,0.0886443487669677,0.07959932103351851
38.0,GIRMS\IRMS-operator,2026-01-30 00:54:58.865,2026-01-30 02:13:20.347,Success,False,BTS,891,38.0,2,20.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",71 µbar,73 °C,,30.969 V,9.5207 kV,64 µbar,Carbon Dioxide: 0.0207 kV,91 µbar,25.706 V,38.078 V,68 µbar/min,3.334 V,1.97E-007 mbar,10 %,"1,124 µbar",µ-Volume,,Pre,25.952744372273813,28.13806500224709,28.10617651729225,37.02449362663794,37.5625298538642,26.35763872423304,-1.7996405664377768,-3.8013490670715244,-2.0717576316085506,0.19362927962353255,0.04840731990588314,-3.905620410885335,0.1699054042969135,0.043869386751505604,-2.0898987692866022,0.185818701698333,-3.943252986706599,0.2042117480156453,Natan Pereira BTS coral series 2.xlsx,2026-01-30 00:54:58.865,739646.0,68.0,91.0,64.0,1124.0,24.62294984617365,BTS,,891,OK,16.0,15.0,15.0,0.0,0.0,24.40884996214045,0.21409988403319957,0.19255626630222938
39.0,GIRMS\IRMS-operator,2026-01-30 01:33:03.957,2026-01-30 02:47:00.158,Success,False,BTS,379,39.0,1,21.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",62 µbar,72 °C,,0.006 V,9.5192 kV,67 µbar,Carbon Dioxide: 0.0192 kV,169 µbar,2.800 V,0.006 V,259 µbar/min,23.380 V,4.38E-008 mbar,100 %,59 µbar,µ-Volume,0.012 V,Pre,0.0060099525163470275,0.006525669613405512,3.0703759047379515,0.008407423477827705,4.094085252123304,2.873080038928695,-2.4315944733839245,-23.0803998020227,-1.1893480630047957,1.541666731014011,0.38541668275350277,-37.12851360063148,5.3068978894839995,1.3702351430663213,,,,,Natan Pereira BTS coral series 2.xlsx,2026-01-30 01:33:03.957,739646.0,259.0,169.0,67.0,59.0,0.005537846460028505,BTS,,379,Failed Sample,16.0,15.0,15.0,0.0,0.0,2.7659525764242243,-2.7604147299641957,-0.004927413155362527
40.0,GIRMS\IRMS-operator,2026-01-30 02:13:20.513,2026-01-30 03:22:36.593,Success,False,BTS,949,40.0,2,21.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",74 µbar,72 °C,,12.257 V,9.5209 kV,123 µbar,Carbon Dioxide: 0.0209 kV,"1,456 µbar",10.597 V,14.429 V,"1,260 µbar/min",2.774 V,1.13E-007 mbar,23 %,"1,075 µbar",µ-Volume,,Pre,10.341714409328118,11.214596540871666,11.429665000382473,14.748032012602627,15.251750865599453,10.707080192662337,-2.700648434209363,-3.7917554090347583,-2.772575050272591,0.03820295250461978,0.009550738126154945,-3.807551393505882,0.038203507194383535,0.009864103142037511,-2.77737015801014,0.03419863168683599,-3.8164379669952524,0.048407419533395134,Natan Pereira BTS coral series 2.xlsx,2026-01-30 02:13:20.513,739646.0,1260.0,1456.0,123.0,1075.0,9.933258679843561,BTS,,949,OK,16.0,15.0,15.0,0.0,0.0,10.09076395366253,-0.15750527381896795,-0.1382328493030917
41.0,GIRMS\IRMS-operator,2026-01-30 02:47:00.311,2026-01-30 03:56:42.181,Success,False,SHP2L,,41.0,1,22.0,True,QC Standard,SHP2L,"0.002 V, 0.002 V, 0.003 V",64 µbar,72 °C,,6.242 V,9.5205 kV,64 µbar,Carbon Dioxide: 0.0205 kV,74 µbar,5.952 V,6.975 V,88 µbar/min,10.185 V,7.71E-008 mbar,41 %,953 µbar,µ-Volume,,Pre,5.945214035492454,6.462637017339763,6.423491704215405,8.461384607490674,8.56932226681922,6.013890882959679,-0.8511763044315446,-6.0875022866028194,-0.8865246833060849,0.05438135974306589,0.013595339935766473,-6.104218960309653,0.04400826995914964,0.01100206748978741,-0.888881241897721,0.055437980725940125,-6.105333405223442,0.04531858683661705,Natan Pereira BTS coral series 2.xlsx,2026-01-30 02:47:00.311,739646.0,88.0,74.0,64.0,953.0,5.793601013277487,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,5.793413301935509,0.0001877113419785914,0.00016736053189162829
42.0,GIRMS\IRMS-operator,2026-01-30 03:22:36.730,2026-01-30 04:38:07.011,Success,False,BTS,958,42.0,2,22.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",64 µbar,72 °C,,25.040 V,9.5211 kV,59 µbar,Carbon Dioxide: 0.0211 kV,98 µbar,22.096 V,30.382 V,68 µbar/min,3.265 V,1.83E-007 mbar,12 %,"1,092 µbar",µ-Volume,,Pre,21.37122609696683,23.172492883799936,24.260471366046332,30.48217440169354,32.40902865450879,22.74986662946042,-1.7635746680867426,-3.6068988935933355,-2.0048978592036724,0.14446092552258122,0.036115231380645305,-3.691674041189953,0.1281372985135135,0.03203432462837837,-2.0209860719448005,0.13387495328362434,-3.6973257176963936,0.13055419282403355,Natan Pereira BTS coral series 2.xlsx,2026-01-30 03:22:36.730,739646.0,68.0,98.0,59.0,1092.0,20.32282509885129,BTS,,958,OK,16.0,15.0,15.0,0.0,0.0,21.09972694001492,-0.7769018411636317,-0.6671474907370124
43.0,GIRMS\IRMS-operator,2026-01-30 03:56:42.404,2026-01-30 05:13:07.391,Success,False,BTS,572,43.0,1,23.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",59 µbar,73 °C,,7.452 V,9.5200 kV,91 µbar,Carbon Dioxide: 0.0200 kV,"1,324 µbar",6.924 V,8.379 V,723 µbar/min,20.515 V,8.47E-008 mbar,36 %,987 µbar,µ-Volume,,Pre,6.846303136827899,7.42691127219909,7.442781008870538,9.761338264820257,9.928872020122686,6.969021207292921,-2.771467277410511,-4.172865319254537,-2.8155012446646754,0.04490996050648756,0.011595701941363942,-4.177178176515813,0.025731504609021766,0.006877033878082429,-2.808919374906704,0.057339123303389396,-4.178299436032622,0.04794076930841377,Natan Pereira BTS coral series 2.xlsx,2026-01-30 03:56:42.404,739646.0,723.0,1324.0,91.0,987.0,6.6726222099860975,BTS,,572,OK,16.0,15.0,15.0,0.0,0.0,6.697008545205158,-0.024386335219060307,-0.021662605191491165
44.0,GIRMS\IRMS-operator,2026-01-30 04:38:07.159,2026-01-30 05:45:54.304,Success,False,BTS,352,44.0,2,23.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",74 µbar,72 °C,,10.030 V,9.5210 kV,71 µbar,Carbon Dioxide: 0.0210 kV,770 µbar,9.065 V,11.573 V,190 µbar/min,6.778 V,1.02E-007 mbar,26 %,"1,048 µbar",µ-Volume,,Pre,8.888689884647889,9.638294475391366,9.77501249896045,12.67376297949255,13.04147893427313,9.155316107614826,-2.9252595181524788,-3.998357543051778,-2.952673272577394,0.018143190279177844,0.004535797569794461,-4.004391739693981,0.028187612697590844,0.0072780103031409365,-2.9545008562057213,0.017188067792490106,-3.9998191112157486,0.034165794160365436,Natan Pereira BTS coral series 2.xlsx,2026-01-30 04:38:07.159,739646.0,190.0,770.0,71.0,1048.0,8.580095791654346,BTS,,352,OK,16.0,15.0,15.0,0.0,0.0,8.67984416468596,-0.09974837303161443,-0.08790923298738415
45.0,GIRMS\IRMS-operator,2026-01-30 05:13:07.549,2026-01-30 06:22:15.096,Success,False,BTS,878,45.0,1,24.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",64 µbar,72 °C,,19.561 V,9.5210 kV,103 µbar,Carbon Dioxide: 0.0210 kV,"1,346 µbar",17.888 V,23.530 V,991 µbar/min,8.794 V,1.57E-007 mbar,13 %,"1,058 µbar",µ-Volume,,Pre,17.36554209494914,18.835173492500857,19.64412773139246,24.75072055547383,26.228215391327407,18.420350592378036,-1.5451793386358492,-3.9198405063148867,-1.7416429809725271,0.09833378214248843,0.024583445535622108,-4.033329028869867,0.10185400394868001,0.025463500987170002,-1.7547405571283055,0.08613603459443661,-4.040894930373532,0.10066751642003992,Natan Pereira BTS coral series 2.xlsx,2026-01-30 05:13:07.549,739646.0,991.0,1346.0,103.0,1058.0,16.585525911095992,BTS,,878,OK,16.0,15.0,15.0,0.0,0.0,17.156001966241256,-0.5704760551452637,-0.49169867920751104
46.0,GIRMS\IRMS-operator,2026-01-30 05:45:54.481,2026-01-30 07:02:55.898,Success,False,SHP2L,<Comment>,46.0,2,24.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.002 V",71 µbar,72 °C,,8.195 V,9.5214 kV,64 µbar,Carbon Dioxide: 0.0214 kV,201 µbar,7.359 V,9.305 V,78 µbar/min,3.259 V,8.85E-008 mbar,36 %,"1,014 µbar",µ-Volume,,Pre,7.283447486399237,7.917339888066505,7.885072001562718,10.366091290512689,10.52000538448394,7.382957345951752,-0.7447891639579263,-6.056420721918698,-0.8150916680114486,0.03571761580546342,0.008929403951365855,-6.107074419162813,0.030361150849390874,0.007839215440758801,-0.819778501615017,0.03146912655716457,-6.105000341085098,0.03480595433059123,Natan Pereira BTS coral series 2.xlsx,2026-01-30 05:45:54.481,739646.0,78.0,201.0,64.0,1014.0,7.066195980362685,SHP2L,,<Comment>,OK,16.0,15.0,15.0,0.0,0.0,7.062470690064225,0.0037252902984601377,0.00332305556298436
1.0,GIRMS\IRMS-operator,2026-02-05 17:02:47.623,2026-02-05 18:03:31.831,Success,False,SHP2L,,1.0,1,2.0,True,QC Standard,SHP2L,"0.003 V, 0.003 V, 0.004 V",,72 °C,,9.547 V,9.5217 kV,62 µbar,Carbon Dioxide: 0.0217 kV,"1,244 µbar",8.741 V,10.734 V,742 µbar/min,3.461 V,8.90E-008 mbar,37 %,919 µbar,µ-Volume,,Pre,8.564517850795998,9.307546246281806,9.395850443303104,12.197904528303281,12.546519649668797,8.798802554666734,-0.8402305505470498,-6.096728258378814,-0.8923957742557193,0.0279680334185134,0.00699200835462835,-6.110585191453193,0.012361624271740906,0.0031917576624350607,-0.8958734558362974,0.025114791881155216,-6.113599366482761,0.014127538072827607,Natan Pereira BTS coral series 3.xlsx,2026-02-05 17:02:47.623,739652.0,742.0,1244.0,62.0,919.0,8.276799976885057,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,8.382887770220131,-0.10608779333507456,-0.10123244192662015
2.0,GIRMS\IRMS-operator,2026-02-05 17:33:51.842,2026-02-05 18:33:10.523,Success,False,BTS,403,2.0,2,2.0,True,Unknown,,"0.003 V, 0.003 V, 0.004 V",40 µbar,72 °C,,8.050 V,9.5216 kV,57 µbar,Carbon Dioxide: 0.0216 kV,67 µbar,7.911 V,8.943 V,34 µbar/min,8.574 V,8.43E-008 mbar,40 %,889 µbar,µ-Volume,,Pre,7.803818860176059,8.473634214439834,8.53732805685462,11.140582970755075,11.399144123648718,7.994247596543894,-1.7569247618804962,-3.7577993515385266,-1.7644009375946157,0.018032643071764037,0.0046560084203363114,-3.7691792291352075,0.014353626582305134,0.0037060904473965243,-1.7681030959845856,0.02171303516181011,-3.767155032318163,0.01780022869747629,Natan Pereira BTS coral series 3.xlsx,2026-02-05 17:33:51.842,739652.0,34.0,67.0,57.0,889.0,7.5577333968237,BTS,,403,OK,16.0,15.0,15.0,0.0,0.0,7.625302949073765,-0.067569552250065,-0.0647248414616719
3.0,GIRMS\IRMS-operator,2026-02-05 18:03:31.992,2026-02-05 19:04:26.273,Success,False,BTS,630,3.0,1,3.0,True,Unknown,,"0.003 V, 0.003 V, 0.004 V",59 µbar,72 °C,,7.757 V,9.5216 kV,67 µbar,Carbon Dioxide: 0.0216 kV,"1,183 µbar",7.770 V,8.602 V,537 µbar/min,7.770 V,8.34E-008 mbar,40 %,919 µbar,µ-Volume,,Pre,7.880670092413913,8.555593504485094,8.397364486963925,11.247728136679847,11.212382582328038,7.8635715545105125,-1.9178621807864893,-3.955760823073917,-1.9452224744070241,0.015094671316396665,0.003773667829099166,-3.988891012032425,0.020446534969054003,0.005111633742263501,-1.9470464939817265,0.013678045897703,-3.9910996912963252,0.019086510759889017,Natan Pereira BTS coral series 3.xlsx,2026-02-05 18:03:31.992,739652.0,537.0,1183.0,67.0,919.0,7.626128699650198,BTS,,630,OK,16.0,15.0,15.0,0.0,0.0,7.501935273497024,0.12419342615317408,0.12201547493767409
4.0,GIRMS\IRMS-operator,2026-02-05 18:33:10.629,2026-02-05 19:43:12.414,Success,False,BTS,939,4.0,2,3.0,True,Unknown,,"0.003 V, 0.003 V, 0.003 V",49 µbar,72 °C,,29.351 V,9.5216 kV,57 µbar,Carbon Dioxide: 0.0216 kV,67 µbar,25.568 V,35.258 V,59 µbar/min,7.609 V,1.85E-007 mbar,10 %,"1,024 µbar",µ-Volume,26.528 V,Pre,28.541796128248578,30.88476722557419,28.086075833629312,40.70002176539478,37.54629530684528,26.35058037469328,-3.348103932442781,-4.184250825772895,-3.515466348116895,0.05468758593673125,0.014120273971816472,-4.215429286777968,0.013788118276368975,0.00356007683066101,-3.515466348116895,0.054687585936731266,-4.215238075092838,0.014263087877684015,Natan Pereira BTS coral series 3.xlsx,2026-02-05 18:33:10.629,739652.0,59.0,67.0,57.0,1024.0,27.255483190512063,BTS,,939,OK,16.0,15.0,15.0,0.0,0.0,24.623446385359177,2.632036805152886,2.8156748028994842
5.0,GIRMS\IRMS-operator,2026-02-05 19:04:26.381,2026-02-05 20:22:24.546,Success,False,BTS,374,5.0,1,4.0,True,Unknown,,"0.003 V, 0.003 V, 0.003 V",59 µbar,73 °C,,11.277 V,9.5216 kV,67 µbar,Carbon Dioxide: 0.0216 kV,"1,168 µbar",10.414 V,12.750 V,493 µbar/min,3.459 V,9.91E-008 mbar,31 %,975 µbar,µ-Volume,,Pre,10.261060724353191,11.133076604313848,11.233480532685345,14.647819327930128,15.001632499316846,10.521801242923138,-2.2893266509378396,-3.701900986432527,-2.345359304739048,0.016161548098181752,0.004172893775545872,-3.71269311206186,0.015998324847840646,0.004130749713526875,-2.3453593047390475,0.016161548098181877,-3.716325975776143,0.019232741176240093,Natan Pereira BTS coral series 3.xlsx,2026-02-05 19:04:26.381,739652.0,493.0,1168.0,67.0,975.0,9.910317192172403,BTS,,374,OK,16.0,15.0,15.0,0.0,0.0,10.001725798462614,-0.09140860629021041,-0.08753569559047979
6.0,GIRMS\IRMS-operator,2026-02-05 19:43:12.551,2026-02-05 20:57:12.513,Success,False,SHP2L,,6.0,2,4.0,True,QC Standard,SHP2L,"0.003 V, 0.003 V, 0.004 V",49 µbar,72 °C,,14.191 V,9.5215 kV,54 µbar,Carbon Dioxide: 0.0215 kV,113 µbar,13.033 V,16.132 V,54 µbar/min,10.176 V,1.15E-007 mbar,24 %,973 µbar,µ-Volume,,Pre,12.78208723751256,13.884237204697516,14.049356971886542,18.200805587005078,18.766334456633984,13.163810283815357,-0.8206355341513483,-6.073207729193952,-0.9188812029517156,0.032338726557611934,0.008349823293012435,-6.098903682700357,0.016270557096075205,0.004067639274018801,-0.9188812029517156,0.03233872655761193,-6.100616746267451,0.015275247472563014,Natan Pereira BTS coral series 3.xlsx,2026-02-05 19:43:12.551,739652.0,54.0,113.0,54.0,973.0,12.339805872117969,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,12.474095136796924,-0.13428926467895508,-0.1283884809109901
7.0,GIRMS\IRMS-operator,2026-02-05 20:22:24.696,2026-02-05 21:28:35.240,Success,False,BTS,645,7.0,1,5.0,True,Unknown,,"0.003 V, 0.003 V, 0.004 V",62 µbar,73 °C,,7.361 V,9.5213 kV,67 µbar,Carbon Dioxide: 0.0213 kV,"1,148 µbar",6.865 V,8.161 V,459 µbar/min,12.653 V,7.71E-008 mbar,44 %,921 µbar,µ-Volume,,Pre,6.771974492149818,7.346668753416631,7.4270083996553655,9.667246004501768,9.91643292202125,6.9548266411595225,-2.627091755620037,-3.745050126200966,-2.655051283386271,0.02523865232753355,0.006309663081883387,-3.7193118007793866,0.015200592012457378,0.00392477598111606,-2.65691525190402,0.024958526595153088,-3.714133260732244,0.018646776188847382,Natan Pereira BTS coral series 3.xlsx,2026-02-05 20:22:24.696,739652.0,459.0,1148.0,67.0,921.0,6.563209223824013,BTS,,645,OK,16.0,15.0,15.0,0.0,0.0,6.642617511826027,-0.07940828800201416,-0.07582777713203308
8.0,GIRMS\IRMS-operator,2026-02-05 20:57:12.663,2026-02-05 22:04:34.437,Success,False,BTS,943,8.0,2,5.0,True,Unknown,,"0.003 V, 0.003 V, 0.003 V",52 µbar,72 °C,,25.608 V,9.5216 kV,59 µbar,Carbon Dioxide: 0.0216 kV,86 µbar,25.061 V,30.497 V,49 µbar/min,6.751 V,1.84E-007 mbar,10 %,"1,029 µbar",µ-Volume,,Pre,24.606792157435876,26.666620060347817,27.521365567588113,35.10511689148298,36.78996138534895,25.820581143641927,-1.8623835066305938,-3.690053857354769,-2.0726181215927615,0.10798516468369057,0.026996291170922643,-3.794757229304957,0.02661281081910418,0.006871398206543937,-2.08663376259024,0.09553113578440273,-3.794757229304957,0.026612810819103994,Natan Pereira BTS coral series 3.xlsx,2026-02-05 20:57:12.663,739652.0,49.0,86.0,59.0,1029.0,23.547930544162256,BTS,,943,OK,16.0,15.0,15.0,0.0,0.0,24.138463562274435,-0.5905330181121791,-0.5567661160626113
9.0,GIRMS\IRMS-operator,2026-02-05 21:28:35.379,2026-02-05 22:47:22.263,Success,False,BTS,955,9.0,1,6.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",59 µbar,73 °C,,17.835 V,9.5217 kV,71 µbar,Carbon Dioxide: 0.0217 kV,"1,224 µbar",15.282 V,20.715 V,601 µbar/min,3.467 V,1.29E-007 mbar,21 %,"1,016 µbar",µ-Volume,,Pre,14.930785181419534,16.207344566563584,16.521088515500043,21.31123597627384,22.07137401109439,15.483677866356057,-1.2336980064362457,-3.611843794031677,-1.3488457167267618,0.03862688234562135,0.009973418136033651,-3.6494186084586064,0.019334198126623924,0.00499206849044594,-1.3488457167267616,0.03862688234562134,-3.6484773399046686,0.021514868514967648,Natan Pereira BTS coral series 3.xlsx,2026-02-05 21:28:35.379,739652.0,601.0,1224.0,71.0,1016.0,14.36658251513688,BTS,,955,OK,16.0,15.0,15.0,0.0,0.0,14.635891201393287,-0.2693086862564069,-0.2554877899400435
10.0,GIRMS\IRMS-operator,2026-02-05 22:04:34.602,2026-02-05 23:19:06.851,Success,False,BTS,921,10.0,2,6.0,True,Unknown,,"0.003 V, 0.003 V, 0.004 V",52 µbar,72 °C,,21.630 V,9.5215 kV,59 µbar,Carbon Dioxide: 0.0215 kV,206 µbar,19.938 V,25.456 V,142 µbar/min,14.753 V,1.58E-007 mbar,14 %,"1,014 µbar",µ-Volume,,Pre,19.502332604522547,21.155061257438273,21.661968958930583,27.827628677992458,28.948061889319057,20.313268697852926,-1.3785437843728543,-3.687120779689468,-1.5465211043398652,0.0882436594101425,0.022060914852535626,-3.7895847238799134,0.02788826166064931,0.0072007181977579715,-1.557719592337666,0.07869773974179654,-3.789584723879913,0.0278882616606494,Natan Pereira BTS coral series 3.xlsx,2026-02-05 22:04:34.602,739652.0,142.0,206.0,59.0,1014.0,18.737798727149805,BTS,,921,OK,16.0,15.0,15.0,0.0,0.0,19.09946481048568,-0.36166608333587646,-0.3429182854875566
11.0,GIRMS\IRMS-operator,2026-02-05 22:47:22.458,2026-02-05 23:50:02.137,Success,False,SHP2L,,11.0,1,7.0,True,QC Standard,SHP2L,"0.003 V, 0.004 V, 0.004 V",64 µbar,72 °C,,15.448 V,9.5214 kV,74 µbar,Carbon Dioxide: 0.0214 kV,"1,224 µbar",14.763 V,17.752 V,567 µbar/min,19.033 V,1.25E-007 mbar,19 %,"1,031 µbar",µ-Volume,,Pre,14.547964731880256,15.79782702929465,15.970173859662692,20.710882650658704,21.33437703733168,14.967462221809456,-0.8442857571099305,-6.152246176154841,-0.9635843337294725,0.03812174126203932,0.009842991269087093,-6.186024184061236,0.020844696516865484,0.005211174129216371,-0.9635843337294726,0.03812174126203933,-6.188276051254997,0.019457835709928303,Natan Pereira BTS coral series 3.xlsx,2026-02-05 22:47:22.458,739652.0,567.0,1224.0,74.0,1031.0,14.012045527625917,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,14.156988984329619,-0.144943456703702,-0.1386483638869033
12.0,GIRMS\IRMS-operator,2026-02-05 23:19:07.019,2026-02-06 00:24:25.055,Success,False,BTS,897,12.0,2,7.0,True,Unknown,,"0.003 V, 0.003 V, 0.004 V",54 µbar,72 °C,,24.483 V,9.5216 kV,49 µbar,Carbon Dioxide: 0.0216 kV,96 µbar,23.715 V,29.990 V,83 µbar/min,14.232 V,1.81E-007 mbar,10 %,"1,034 µbar",µ-Volume,,Pre,23.43510139282,25.386960274060346,26.00500083573637,33.427400450982105,34.760264616288204,24.395213010861987,-2.3510285368371076,-3.889689857759948,-2.5777356259770365,0.08374204191834834,0.02162210224847777,-3.9688193887978507,0.026662912065589524,0.006884334292761402,-2.577735625977036,0.08374204191834837,-3.968819388797851,0.026662912065589635,Natan Pereira BTS coral series 3.xlsx,2026-02-05 23:19:07.019,739652.0,83.0,96.0,49.0,1034.0,22.43307280833971,BTS,,897,OK,16.0,15.0,15.0,0.0,0.0,22.84219909007799,-0.40912628173828125,-0.38832354290898347
13.0,GIRMS\IRMS-operator,2026-02-05 23:50:02.282,2026-02-06 01:11:00.879,Success,False,BTS,884,13.0,1,8.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",47 µbar,72 °C,,13.123 V,9.5219 kV,76 µbar,Carbon Dioxide: 0.0219 kV,"1,224 µbar",12.290 V,14.863 V,664 µbar/min,3.469 V,1.09E-007 mbar,26 %,997 µbar,µ-Volume,,Pre,11.960224365912525,12.977903390508203,13.253679180722742,17.072635785820605,17.70198632884276,12.417686998596828,-1.9124749034514776,-3.582709785646343,-1.9923854566174106,0.0320433193867246,0.008273549489465975,-3.6232195430040415,0.020267088517306447,0.005232939753575963,-1.9923854566174108,0.03204331938672464,-3.6224045038502815,0.022169122801265314,Natan Pereira BTS coral series 3.xlsx,2026-02-05 23:50:02.282,739652.0,664.0,1224.0,76.0,997.0,11.553572064746279,BTS,,884,OK,16.0,15.0,15.0,0.0,0.0,11.778844415894191,-0.22527235114791289,-0.213553637399506
14.0,GIRMS\IRMS-operator,2026-02-06 00:24:25.210,2026-02-06 01:38:04.895,Success,False,BTS,909,14.0,2,8.0,True,Unknown,,"0.003 V, 0.003 V, 0.004 V",62 µbar,73 °C,,20.371 V,9.5217 kV,54 µbar,Carbon Dioxide: 0.0217 kV,86 µbar,18.561 V,23.814 V,68 µbar/min,11.977 V,1.48E-007 mbar,16 %,"1,036 µbar",µ-Volume,,Pre,18.09318264605406,19.61373944148839,20.134147595022327,25.81434912745953,26.904324365305904,18.87828012587431,-2.1517478337834683,-3.803735719888346,-2.3149410502675267,0.05762748902382519,0.014879353684868377,-3.868219986634277,0.02423014283989692,0.00625619597967651,-2.314941050267527,0.05762748902382519,-3.868219986634277,0.024230142839896926,Natan Pereira BTS coral series 3.xlsx,2026-02-06 00:24:25.210,739653.0,68.0,86.0,54.0,1036.0,17.379670344609053,BTS,,909,OK,16.0,15.0,15.0,0.0,0.0,17.779632412213118,-0.39996206760406494,-0.3778531529904487
